ID,Requirement Name,Detailed Requirement,Category,Applicable Scope,Requested By,Priority,Business Value / Rationale,Acceptance Criteria,Current Assessment,SystemPrompt Fit,Gap / Action Required,Owner,Status,Validation Method,Documentation Reference,Notes,Ed's comments
REQ-031,AI Usage Anomaly Detection,"As a Business, I shall be able to detect anomalies in model usage patterns (volume spikes, unusual prompt structures, cost outliers), so that cost, security, or quality incidents are caught proactively rather than discovered downstream",Observability / Security,Global / Enterprise,Oleksandr Manatskyi,P1 – High,"Cost, security, or quality incidents are caught proactively rather than discovered downstream.","The platform detects configured usage anomalies such as volume spikes, error spikes, unusual behavior, or cost outliers and surfaces actionable alerts.",Supported in code / documentation gap,Code includes anomaly thresholds and trend/spike detection although this capability is not clearly surfaced in public documentation.,Expose anomaly detection operationally and validate alert thresholds/action routing.,"Ed / SystemPrompt, Astound",Open,Synthetic anomaly injection test,https://astound.systemprompt.io/documentation/enterprise-audit-observability,Thresholds are first-pass and will need tuning against real traffic in the first weeks.,"Delivered - hourly spike detection (requests/cost/errors vs trailing-week hourly baseline), persisted so restarts cannot forget an incident, Slack-alerted on first detection, surfaced on the spend dashboard."
REQ-032,Automatic Provider Failover,"As a Business, I shall be able to failover automatically to a secondary model provider when a primary provider is unavailable without application code changes, so that provider outages don't translate into application downtime or emergency engineering response",Gateway / Reliability,Global / Enterprise,Oleksandr Manatskyi,P2 – Medium,Provider outages don't translate into application downtime or emergency engineering response.,"When the primary provider fails, eligible traffic automatically fails over to an approved secondary provider without application code changes.",Partial,"Fallback/failover exists on provider errors, but proactive health-check-driven failover was not evidenced.",Run provider-failure tests and decide whether proactive provider health checks are required.,"Ed / SystemPrompt, Astound",Open,Provider outage/failure-injection test,https://astound.systemprompt.io/documentation/enterprise-roadmap,Needs secondary-provider fields on routes + error/health-triggered retry in core (~2-3 wks). Interim mitigation that works today: flipping a route's provider is a one-line config change.,Not delivered - and a correction to the earlier assessment: no automatic failover exists in the gateway dispatch path at all (what looked like fallback belongs to a different subsystem).
REQ-033,Per-Consumer LLM Rate Limiting,"As a Business, I shall be able to rate-limit LLM traffic per consumer, so that one team or runaway agent cannot exhaust org-wide provider quotas or internal budgets and degrade service for everyone else",Gateway / Reliability,Global / Enterprise,Oleksandr Manatskyi,P1 – High,One team or runaway agent cannot exhaust org-wide provider quotas or internal budgets and degrade service for everyone else.,Rate limits can be applied per agreed consumer boundary so one user/team/agent/application cannot exhaust shared provider capacity.,Supported,Tiered request rate limiting is supported; team/department-specific boundaries require confirmation.,Define consumer identity/scoping and validate isolation under load.,"Ed / SystemPrompt, Astound",Open,Load and rate-limit isolation test,https://astound.systemprompt.io/documentation/enterprise-safety-guardrails,Review the shipped quota sizes against expected traffic and tell us the numbers you want. Per-team limits await the Hub/team definition (REQ-006).,"Delivered and now ENABLED - per-user hourly window (600 requests / $20) and per-organization daily window ($200) as a runaway backstop above the plan budgets, plus role-tier multipliers."
REQ-034,Private / Self-Hosted Model Routing,"As a Business, I shall be able to route requests to self-hosted or private cloud models for workloads that cannot leave the network boundary, so that data residency, regulatory, or security requirements are met without forgoing AI capability entirely",Gateway / Reliability,Global / Enterprise,Oleksandr Manatskyi,P2 – Medium,"Data residency, regulatory, or security requirements are met without forgoing AI capability entirely.",Eligible workloads can be routed to self-hosted/private endpoints with no unintended public-provider egress.,Supported,Self-hosted/private routing and air-gapped patterns are supported.,"Validate approved private endpoints, network controls, and no-egress scenarios.","Ed / SystemPrompt, Astound",Open,Private endpoint / network-egress test,https://astound.systemprompt.io/documentation/enterprise-model-routing,For a no-egress guarantee pair this with network controls; we can run the residency test together.,Delivered - any OpenAI/Anthropic-compatible private endpoint is a config entry; private providers stay un-advertised to clients; routes are validated at boot.
REQ-035,A/B Model & Provider Testing,"As a Business, I shall be able to A/B test model versions or providers on live traffic without application-layer changes, so that routing and procurement decisions are based on production evidence rather than benchmark claims or vendor marketing",Gateway / Reliability,Global / Enterprise,Oleksandr Manatskyi,P3 – Low,Routing and procurement decisions are based on production evidence rather than benchmark claims or vendor marketing.,Administrators can split eligible live traffic between model/provider variants and measure results without application code changes.,Gap,No percentage traffic splitting / experiment-assignment mechanism was evidenced.,Implement experiment traffic splitting and measurement if A/B testing remains in scope.,"Ed / SystemPrompt, Astound",Open,Traffic-split experiment test,https://astound.systemprompt.io/documentation/enterprise-roadmap,Moderate core change (~2 wks: split + sticky assignment + variant stamped into the audit row). P3 - propose deferring until a concrete A/B question exists.,Not delivered - routing is strictly first-match; no percentage split or experiment assignment exists.
REQ-036,PII / PHI Detection & Redaction,"As a Business, I shall be able to detect and redact PII/PHI in prompts and completions before they leave the org boundary or are persisted to logs, so that sensitive data exposure and regulatory violations are prevented at the gateway layer rather than relying on every application team to implement it independently",Data Governance / Security,Global / Enterprise,Oleksandr Manatskyi,P1 – High,Sensitive data exposure and regulatory violations are prevented at the gateway layer rather than relying on every application team to implement it independently.,Configured sensitive-data categories are detected and redacted or blocked before external transmission and before persistence where required.,Partial,"Email and credit-card detection/blocking are evidenced, but full PII/PHI coverage and completion-side redaction are not.",Define enterprise PII/PHI taxonomy and implement complete request/response redaction or blocking.,"Ed / SystemPrompt, Astound",Open,PII/PHI redaction adversarial test,https://astound.systemprompt.io/documentation/enterprise-safety-guardrails,"DECISION NEEDED: the required PII/PHI category list, and per category whether to redact or block. True in-flight redaction (rewrite before forwarding) is a scoped design item, not a toggle.","Partially delivered and now ENABLED - 34 credential patterns + entropy backstop on ingress; email, credit-card, SSN and E.164 phone detection both directions; SSNs masked in admin transcripts. Enforcement blocks rather than redacts in flight; no health-data (PHI) taxonomy."
REQ-037,Data Residency Routing,"As a Business, I shall be able to enforce data residency by routing requests to region-specific or sovereign model instances based on data classification, so that customer or regulatory data never crosses a jurisdictional boundary it isn't permitted to cross",Data Governance / Security,Global / Enterprise,Oleksandr Manatskyi,P1 – High,Customer or regulatory data never crosses a jurisdictional boundary it isn't permitted to cross.,Routing rules can enforce that classified workloads remain within the configured jurisdiction/region/sovereign endpoint.,Supported with policy validation,Regional/private/self-hosted routing provides the residency foundation; data-classification-to-route policy should be validated explicitly.,Define data-classification labels and enforce region/provider routing policies against them.,"Ed / SystemPrompt, Astound",Open,Regional routing / residency policy test,https://astound.systemprompt.io/documentation/enterprise-model-routing,Extend the classification taxonomy beyond these two flags whenever Astound defines its data-classification scheme - the enforcement seam is in place.,"Delivered - provider/model YAML carries governance metadata (european, no_retain); routes declare requirements; the server refuses to boot or dispatch a route whose provider cannot satisfy them, and audits the decision."
REQ-038,Provider No-Train / No-Retain Policy Enforcement,"As a Business, I shall be able to enforce that requests are only routed to model providers with a contractually agreed no-train / no-retain clause when handling classified data, so that submitted prompts and completions cannot be used by a provider to train or improve their models in violation of the org's data agreements",Data Governance / Security,Global / Enterprise,Oleksandr Manatskyi,P2 – Medium,Submitted prompts and completions cannot be used by a provider to train or improve their models in violation of the org's data agreements.,Policy can prevent classified requests from being routed to providers that do not satisfy the configured no-train/no-retain contractual requirement.,Gap,No policy link between data classification and provider contractual no-train/no-retain terms was evidenced.,Add provider contractual-policy metadata and enforce it in routing decisions for classified data.,"Ed / SystemPrompt, Astound",Open,Classified-data provider-policy test,https://astound.systemprompt.io/documentation/enterprise-model-routing,The contractual flags are config - keep them in step with the actual provider agreements.,"Delivered - same mechanism as REQ-037: governance.no_retain on the provider/model + requires on the route means classified traffic can only reach contractually no-retain providers, enforced at boot and at dispatch."
REQ-039,Prompt & System Message Versioning / Rollback,"As a Business, I shall be able to version and roll back prompts and system messages independently of application deploys, so that a prompt-level fix or regression can be corrected without requiring every consuming application to redeploy",Configuration / Lifecycle,Global / Enterprise,Oleksandr Manatskyi,P2 – Medium,A prompt-level fix or regression can be corrected without requiring every consuming application to redeploy.,"Prompt/system-message versions are centrally versioned, deployable, auditable, and rollbackable independently of application release cycles.",Gap,Current source analysis indicates the older prompt/playbook versioning subsystem was removed; no first-class prompt rollback primitive is evidenced.,Design a first-class prompt configuration/version lifecycle if independent rollback is required.,"Ed / SystemPrompt, Astound",Open,Prompt version deploy + rollback test,https://astound.systemprompt.io/documentation/enterprise-roadmap,"Design-first item (~2-3 wks build after sign-off): versioned template object, activation pointer (rollback = repoint), audit of which version served which request. Treat together with REQ-040.","Not delivered - no prompt registry exists; system-prompt overrides have no version history, so rollback today means redeploying config."
REQ-040,Central Prompt Template Distribution,"As a Business, I shall be able to centrally manage and distribute prompt templates across consuming applications, so that a security or quality fix can be applied once rather than requiring coordinated changes across every application team",Configuration / Lifecycle,Global / Enterprise,Oleksandr Manatskyi,P2 – Medium,A security or quality fix can be applied once rather than requiring coordinated changes across every application team.,Approved prompt templates can be centrally managed and distributed to consuming applications with controlled updates/revocation.,Partial,"Central signed-manifest distribution exists for skills/plugins, but prompt templates are not evidenced as a distinct first-class lifecycle object.",Define whether prompt distribution will use skills or needs a dedicated prompt-template registry.,"Ed / SystemPrompt, Astound",Open,Central template publish/update/revoke test,https://astound.systemprompt.io/documentation/enterprise-roadmap,"That lifecycle object is the REQ-039 design - one piece of work, not two.","Partially delivered - Ed25519-signed, centrally revocable distribution (the skills channel) can carry prompt content today; it is not a versioned template object with parameters and rollback."
REQ-041,Pre-Execution Tool Governance,"As a Business, I shall be able to enforce permission, secret-exposure, and rate-limit checks on every tool call an agent makes before the underlying action executes, so that a misconfigured or compromised agent cannot take an unauthorized action just because it has model access",MCP / Tool & Agent Governance,Global / Enterprise,Oleksandr Manatskyi,P1 – High,A misconfigured or compromised agent cannot take an unauthorized action just because it has model access.,"Every agent/tool invocation passes required authorization, secret-exposure, safety, and rate-limit checks before the underlying action executes.",Supported,Governance checks are enforced synchronously before dispatch and denied calls are audited.,Validate every relevant tool path goes through pre-execution governance and audit.,"Ed / SystemPrompt, Astound",Open,Unauthorized tool-call negative test,https://astound.systemprompt.io/documentation/enterprise-tool-governance,Run the negative tests in the evidence pack to confirm enforcement in your environment.,"Delivered and now ENABLED - the four-stage pre-execution chain (scope check, secret scan, blocklist, rate limit) runs synchronously before every tool dispatch, first-deny-wins, every decision audited with trace linkage. It had been deliberately off during evaluation."
REQ-042,Governed MCP Server Registry,"As a Business, I shall be able to register, authenticate, and govern every MCP server an agent can connect to, with a signed and centrally revocable allowlist, so that tool access for autonomous agents is controlled with the same rigor as model access",MCP / Tool & Agent Governance,Global / Enterprise,Oleksandr Manatskyi,P1 – High,Tool access for autonomous agents is controlled with the same rigor as model access.,"Every MCP server is centrally registered, authenticated, allowlisted, auditable, and revocable before agents can connect to it.",Supported,"MCP allowlisting, authentication/scopes, auditability, and central revocation are evidenced.","Validate MCP lifecycle operations, revocation propagation, and emergency kill-switch behavior.","Ed / SystemPrompt, Astound",Open,MCP registration/auth/revocation test,https://astound.systemprompt.io/documentation/enterprise-tool-governance,,"Delivered - declarative MCP registry with per-server auth scopes/audience, plan-based entitlement, immediate revocation (suspend the org or disable in config), and token-level revocation."
REQ-043,Tool Schema Validation,"As a Business, I shall be able to validate tool schemas at registration time, so that a malformed or incompatible tool integration fails at startup or deployment rather than failing during a live customer interaction",MCP / Tool & Agent Governance,Global / Enterprise,Oleksandr Manatskyi,P1 – High,A malformed or incompatible tool integration fails at startup or deployment rather than failing during a live customer interaction.,Tool schemas are validated during registration/deployment and invalid or incompatible integrations fail before live runtime execution.,Supported,Tool/schema validation at registration/connect time is evidenced so invalid integrations can fail before live execution.,Test malformed/incompatible tool schemas in CI/deployment and verify fail-fast behavior.,"Ed / SystemPrompt, Astound",Open,Invalid schema registration/deployment test,https://astound.systemprompt.io/documentation/enterprise-tool-governance,Add JSON-Schema meta-validation (~1 wk) if malformed-schema CI tests are a hard requirement.,Delivered with a stated caveat - registration fails fast on missing/invalid manifests and schema sync; tool input schemas are captured but not meta-validated against JSON Schema (a well-formed-but-wrong schema passes).
